ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Satisfaction Score,Churn Label,churn rate,active customers,churned customers,Revenue lost,Toal revenue lost,Tenure in groups,
2760,Female,47,No,No,No,No,0,Q3,No,0,23,No Offer,No,0,No,Yes,DSL,14,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,44.95,3,No,,,,1033.85,0,13-24 Months,
2761,Male,57,No,No,Yes,No,0,Q3,Yes,6,37,No Offer,Yes,4.5,Yes,Yes,DSL,9,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,62.8,3,No,,,,2323.6,0,25-48 Months,
2762,Male,27,Yes,No,No,No,0,Q3,No,0,17,No Offer,Yes,13.02,No,Yes,Cable,73,No,No,No,No,No,No,No,Yes,One Year,No,Credit Card,44.6,4,No,,,,758.2,0,13-24 Months,
2763,Male,29,Yes,No,Yes,No,0,Q3,Yes,5,64,No Offer,Yes,40.18,Yes,Yes,Fiber Optic,30,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.25,4,No,,,,6736,0,49+ Months,
2764,Male,62,No,No,Yes,No,0,Q3,Yes,1,42,No Offer,Yes,13.23,Yes,Yes,Fiber Optic,23,Yes,No,No,No,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,97.1,3,No,,,,4078.2,0,25-48 Months,
2765,Male,59,No,No,No,Yes,1,Q3,No,0,5,Offer E,Yes,12.22,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.2,5,No,,,,101,0,0-12 Months,
2766,Female,64,No,No,No,No,0,Q3,No,0,41,No Offer,Yes,10.26,No,Yes,Fiber Optic,2,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,98.8,4,No,,,,4050.8,0,25-48 Months,
2767,Male,61,No,No,Yes,No,0,Q3,Yes,10,58,No Offer,Yes,18.37,No,Yes,DSL,18,No,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,50.3,5,No,,,,2917.4,0,49+ Months,
2768,Female,34,No,No,No,No,0,Q3,No,0,47,No Offer,Yes,44.69,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.55,4,No,,,,965.85,0,25-48 Months,
2769,Male,51,No,No,No,No,0,Q3,No,0,18,No Offer,Yes,26.84,No,Yes,Fiber Optic,20,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,4,No,,,,1366.2,0,13-24 Months,
2770,Male,25,Yes,No,Yes,No,0,Q3,Yes,5,23,No Offer,Yes,3.67,No,Yes,DSL,69,Yes,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,59.95,4,No,,,,1378.85,0,13-24 Months,
2771,Female,35,No,No,No,No,0,Q3,No,0,1,No Offer,Yes,22.37,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.15,5,No,,,,19.15,0,0-12 Months,
2772,Male,60,No,No,Yes,No,0,Q3,Yes,8,71,No Offer,Yes,34.72,Yes,Yes,Fiber Optic,10,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,98.65,5,No,,,,7004.15,0,49+ Months,
2773,Male,47,No,No,Yes,Yes,1,Q3,Yes,2,72,No Offer,Yes,17.3,Yes,Yes,Fiber Optic,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,112.6,3,No,,,,8107.2,0,49+ Months,
2774,Male,63,No,No,Yes,No,0,Q3,Yes,2,33,No Offer,Yes,34.22,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.6,5,No,,,,679.8,0,25-48 Months,
2775,Male,44,No,No,No,No,0,Q3,No,0,24,No Offer,No,0,No,Yes,Cable,20,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,35.75,3,No,,,,858,0,13-24 Months,
2776,Female,45,No,No,Yes,No,0,Q3,Yes,9,56,No Offer,Yes,20.53,Yes,Yes,Fiber Optic,19,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,99.75,4,No,,,,5586,0,49+ Months,
2777,Male,28,Yes,No,No,No,0,Q3,No,0,37,No Offer,Yes,21.84,No,Yes,Fiber Optic,41,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,96.1,4,No,,,,3555.7,0,25-48 Months,
2778,Female,29,Yes,No,No,No,0,Q3,No,0,43,No Offer,Yes,2.49,Yes,Yes,DSL,53,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,85.1,3,No,,,,3659.3,0,25-48 Months,
2779,Male,31,No,No,No,No,0,Q3,No,0,1,No Offer,No,0,No,Yes,DSL,13,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.35,4,No,,,,25.35,0,0-12 Months,
2780,Female,52,No,No,No,No,0,Q3,No,0,61,No Offer,Yes,23.45,Yes,Yes,DSL,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,89.65,3,No,,,,5468.65,0,49+ Months,
2781,Male,41,No,No,No,No,0,Q3,No,0,17,No Offer,Yes,49.71,Yes,Yes,Fiber Optic,4,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,86.75,5,No,,,,1474.75,0,13-24 Months,
2782,Female,53,No,No,Yes,No,0,Q3,Yes,3,41,No Offer,Yes,13.23,No,Yes,Fiber Optic,16,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,86.2,3,No,,,,3534.2,0,25-48 Months,
2783,Male,59,No,No,No,No,0,Q3,No,0,48,No Offer,Yes,9.91,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.1,4,No,,,,5188.8,0,25-48 Months,
2784,Female,51,No,No,No,No,0,Q3,No,0,42,No Offer,No,0,No,Yes,DSL,13,Yes,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,54.75,3,No,,,,2299.5,0,25-48 Months,
2785,Male,50,No,No,No,No,0,Q3,No,0,44,No Offer,Yes,44.92,Yes,Yes,Fiber Optic,16,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,90.4,4,No,,,,3977.6,0,25-48 Months,
2786,Male,62,No,No,No,Yes,2,Q3,No,0,1,No Offer,Yes,15.66,No,Yes,DSL,29,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44,5,No,,,,44,0,0-12 Months,
2787,Female,49,No,No,No,No,0,Q3,No,0,27,No Offer,Yes,35.17,Yes,Yes,Fiber Optic,24,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.6,4,No,,,,2581.2,0,25-48 Months,
2788,Female,47,No,No,No,No,0,Q3,No,0,19,No Offer,Yes,32.03,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.9,5,No,,,,378.1,0,13-24 Months,
2789,Female,61,No,No,No,No,0,Q3,No,0,66,No Offer,Yes,13.28,Yes,Yes,DSL,24,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.05,4,No,,,,5943.3,0,49+ Months,
2790,Female,44,No,No,Yes,No,0,Q3,Yes,10,23,No Offer,Yes,17.82,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.05,4,No,,,,461.15,0,13-24 Months,
2791,Female,46,No,No,No,No,0,Q3,No,0,32,No Offer,Yes,43.8,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.75,4,No,,,,632,0,25-48 Months,
2792,Female,52,No,No,No,No,0,Q3,No,0,11,No Offer,Yes,26.85,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.05,4,No,,,,220.55,0,0-12 Months,
2793,Female,49,No,No,Yes,No,0,Q3,Yes,9,68,No Offer,Yes,44.79,No,Yes,Cable,14,Yes,No,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,55.9,3,No,,,,3801.2,0,49+ Months,
2794,Male,62,No,No,No,No,0,Q3,No,0,20,No Offer,Yes,27.11,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.7,5,No,,,,394,0,13-24 Months,
2795,Male,39,No,No,No,No,0,Q3,No,0,72,Offer A,Yes,30.44,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.8,3,No,,,,1425.6,0,49+ Months,
2796,Male,59,No,No,Yes,No,0,Q3,Yes,5,60,Offer B,Yes,5.43,Yes,Yes,Fiber Optic,29,Yes,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,95.4,4,No,,,,5724,0,49+ Months,
2797,Female,55,No,No,Yes,No,0,Q3,Yes,9,46,Offer B,Yes,35.46,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,24.45,4,No,,,,1124.7,0,25-48 Months,
2798,Female,62,No,No,Yes,No,0,Q3,Yes,3,29,No Offer,Yes,5.39,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,5,No,,,,2173.55,0,25-48 Months,
2799,Male,21,Yes,No,No,No,0,Q3,No,0,51,Offer B,Yes,1.51,Yes,Yes,Fiber Optic,52,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,87.35,5,No,,,,4454.85,0,49+ Months,
2800,Female,58,No,No,Yes,Yes,1,Q3,Yes,6,16,Offer D,Yes,40.03,No,Yes,Fiber Optic,20,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,73.25,3,No,,,,1172,0,13-24 Months,
2801,Male,23,Yes,No,Yes,No,0,Q3,Yes,5,70,Offer A,Yes,45.24,Yes,Yes,Fiber Optic,42,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,98.7,3,No,,,,6909,0,49+ Months,
2802,Female,27,Yes,No,Yes,Yes,2,Q3,Yes,2,40,Offer B,Yes,33.44,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.8,5,No,,,,992,0,25-48 Months,
2803,Female,41,No,No,Yes,Yes,3,Q3,Yes,6,5,No Offer,Yes,6.7,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,24.3,5,No,,,,121.5,0,0-12 Months,
2804,Female,61,No,No,No,No,0,Q3,No,0,7,No Offer,Yes,27.46,No,Yes,Fiber Optic,4,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.85,3,No,,,,488.95,0,0-12 Months,
2805,Male,46,No,No,No,No,0,Q3,No,0,29,No Offer,Yes,49.92,Yes,Yes,Fiber Optic,23,No,Yes,Yes,Yes,No,Yes,Yes,No,One Year,No,Credit Card,100.55,5,No,,,,2915.95,0,25-48 Months,
2806,Male,54,No,No,Yes,No,0,Q3,Yes,10,44,Offer B,Yes,15.33,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,25.7,3,No,,,,1130.8,0,25-48 Months,
2807,Female,31,No,No,No,No,0,Q3,No,0,10,Offer D,No,0,No,Yes,DSL,24,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,40.7,5,No,,,,407,0,0-12 Months,
2808,Female,20,Yes,No,Yes,Yes,2,Q3,No,0,10,Offer D,Yes,6.5,Yes,Yes,Fiber Optic,76,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.95,3,No,,,,859.5,0,0-12 Months,
2809,Male,27,Yes,No,No,No,0,Q3,No,0,18,Offer D,Yes,15.18,Yes,Yes,Fiber Optic,42,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.6,5,No,,,,1360.8,0,13-24 Months,
2810,Female,49,No,No,Yes,No,0,Q3,Yes,4,68,Offer A,Yes,41.46,Yes,Yes,DSL,30,Yes,No,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,58.25,3,No,,,,3961,0,49+ Months,
2811,Female,56,No,No,Yes,No,0,Q3,Yes,5,72,Offer A,No,0,No,Yes,DSL,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,65.2,3,No,,,,4694.4,0,49+ Months,
2812,Male,30,No,No,No,No,0,Q3,No,0,2,No Offer,Yes,12.59,No,Yes,Cable,76,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,53.45,4,No,,,,106.9,0,0-12 Months,
2813,Male,21,Yes,No,Yes,No,0,Q3,Yes,1,41,Offer B,Yes,35.46,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.75,4,No,,,,809.75,0,25-48 Months,
2814,Female,46,No,No,No,No,0,Q3,No,0,26,No Offer,No,0,No,Yes,Cable,29,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,44.45,4,No,,,,1155.7,0,25-48 Months,
2815,Male,26,Yes,No,Yes,No,0,Q3,Yes,1,36,No Offer,Yes,12.61,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.85,4,No,,,,750.6,0,25-48 Months,
2816,Male,52,No,No,Yes,No,0,Q3,Yes,5,72,Offer A,Yes,30.75,Yes,Yes,Fiber Optic,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.05,3,No,,,,8211.6,0,49+ Months,
2817,Male,30,No,No,Yes,No,0,Q3,No,0,35,No Offer,Yes,24.83,Yes,Yes,Fiber Optic,51,No,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,89.85,3,No,,,,3144.75,0,25-48 Months,
2818,Male,59,No,No,No,No,0,Q3,No,0,1,No Offer,Yes,14.65,No,Yes,Cable,15,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,55.05,4,No,,,,55.05,0,0-12 Months,
2819,Female,49,No,No,Yes,Yes,1,Q3,Yes,8,16,Offer D,Yes,46.45,Yes,Yes,Fiber Optic,12,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,112.95,3,No,,,,1807.2,0,13-24 Months,
2820,Female,63,No,No,Yes,No,0,Q3,Yes,7,54,Offer B,Yes,11.4,Yes,Yes,Fiber Optic,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,114.65,4,No,,,,6191.1,0,49+ Months,
2821,Female,45,No,No,No,Yes,3,Q3,No,0,18,Offer D,Yes,42.45,Yes,Yes,DSL,28,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,64.8,4,No,,,,1166.4,0,13-24 Months,
2822,Female,59,No,No,Yes,No,0,Q3,Yes,8,36,No Offer,Yes,49.33,No,Yes,Fiber Optic,23,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.4,3,No,,,,2894.4,0,25-48 Months,
2823,Female,30,No,No,Yes,No,0,Q3,Yes,10,52,Offer B,Yes,5.32,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,25.05,4,No,,,,1302.6,0,49+ Months,
2824,Male,26,Yes,No,Yes,Yes,3,Q3,Yes,4,8,No Offer,Yes,22.14,No,Yes,Fiber Optic,82,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.75,5,No,,,,758,0,0-12 Months,
2825,Male,47,No,No,Yes,No,0,Q3,Yes,8,72,Offer A,Yes,27.25,No,Yes,Fiber Optic,19,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.5,3,No,,,,7596,0,49+ Months,
2826,Female,53,No,No,No,No,0,Q3,No,0,64,Offer B,Yes,4.03,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,24.7,5,No,,,,1580.8,0,49+ Months,
2827,Male,34,No,No,Yes,No,0,Q3,Yes,10,60,Offer B,No,0,No,Yes,DSL,2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,60.2,5,No,,,,3612,0,49+ Months,
2828,Female,20,Yes,No,Yes,No,0,Q3,Yes,10,61,Offer B,Yes,20.09,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,24.4,5,No,,,,1488.4,0,49+ Months,
2829,Female,48,No,No,No,No,0,Q3,No,0,24,No Offer,Yes,38.79,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,104.15,5,No,,,,2499.6,0,13-24 Months,
2830,Male,35,No,No,Yes,No,0,Q3,Yes,1,28,No Offer,Yes,27.34,No,Yes,Fiber Optic,16,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,92.9,3,No,,,,2601.2,0,25-48 Months,
2831,Female,24,Yes,No,Yes,No,0,Q3,Yes,4,30,Offer C,Yes,15.94,No,Yes,DSL,53,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80.8,5,No,,,,2424,0,25-48 Months,
2832,Male,45,No,No,Yes,No,0,Q3,Yes,10,2,No Offer,Yes,34.38,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20,4,No,,,,40,0,0-12 Months,
2833,Male,61,No,No,No,No,0,Q3,No,0,1,No Offer,Yes,4.53,Yes,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.1,3,No,,,,75.1,0,0-12 Months,
2834,Male,52,No,No,No,Yes,2,Q3,No,0,6,No Offer,Yes,15.5,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.65,5,No,,,,117.9,0,0-12 Months,
2835,Female,23,Yes,No,Yes,No,0,Q3,Yes,8,24,Offer C,Yes,44.06,No,Yes,DSL,59,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.45,5,No,,,,1666.8,0,13-24 Months,
2836,Male,25,Yes,No,No,No,0,Q3,No,0,70,Offer A,No,0,No,Yes,DSL,59,No,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,40.05,5,No,,,,2803.5,0,49+ Months,
2837,Male,32,No,No,Yes,No,0,Q3,Yes,2,72,Offer A,Yes,11.57,Yes,Yes,Fiber Optic,18,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,89.7,3,No,,,,6458.4,0,49+ Months,
2838,Female,42,No,No,No,No,0,Q3,No,0,44,Offer B,Yes,13.45,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.9,5,No,,,,875.6,0,25-48 Months,
2839,Male,24,Yes,No,Yes,No,0,Q3,Yes,2,9,No Offer,Yes,14.91,No,Yes,Cable,82,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,70.05,3,No,,,,630.45,0,0-12 Months,
2840,Male,56,No,No,Yes,No,0,Q3,Yes,7,24,Offer C,Yes,1.02,No,Yes,Cable,3,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Mailed Check,53.6,3,No,,,,1286.4,0,13-24 Months,
2841,Female,47,No,No,Yes,Yes,3,Q3,Yes,8,7,No Offer,Yes,16.22,No,Yes,DSL,53,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.7,3,No,,,,529.9,0,0-12 Months,
2842,Male,48,No,No,Yes,Yes,2,Q3,Yes,2,11,Offer D,Yes,40.76,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.65,3,No,,,,216.15,0,0-12 Months,
2843,Female,50,No,No,Yes,No,0,Q3,Yes,2,72,Offer A,Yes,38.44,Yes,Yes,Fiber Optic,16,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,108.5,4,No,,,,7812,0,49+ Months,
2844,Male,62,No,No,Yes,Yes,2,Q3,Yes,4,72,Offer A,Yes,44,Yes,Yes,Fiber Optic,20,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.5,5,No,,,,6084,0,49+ Months,
2845,Female,64,No,No,No,No,0,Q3,No,0,15,Offer D,Yes,32.07,Yes,Yes,Fiber Optic,28,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,100.15,3,No,,,,1502.25,0,13-24 Months,
2846,Male,26,Yes,No,No,No,0,Q3,No,0,72,Offer A,Yes,44.46,Yes,Yes,DSL,48,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,88.6,3,No,,,,6379.2,0,49+ Months,
2847,Female,43,No,No,Yes,No,0,Q3,Yes,2,10,No Offer,No,0,No,Yes,Cable,20,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,52.55,3,No,,,,525.5,0,0-12 Months,
2848,Male,42,No,No,Yes,Yes,3,Q3,Yes,4,63,Offer B,Yes,40.73,Yes,Yes,Fiber Optic,76,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.8,5,No,,,,6602.4,0,49+ Months,
2849,Female,63,No,No,No,No,0,Q3,No,0,2,No Offer,Yes,27.02,No,Yes,Cable,26,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59,5,No,,,,118,0,0-12 Months,
2850,Male,31,No,No,No,No,0,Q3,No,0,1,No Offer,Yes,17.81,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.4,5,No,,,,20.4,0,0-12 Months,
2851,Male,32,No,No,Yes,No,0,Q3,Yes,7,28,Offer C,Yes,28.86,No,Yes,Cable,24,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,60.9,3,No,,,,1705.2,0,25-48 Months,
2852,Female,41,No,No,Yes,No,0,Q3,Yes,7,70,Offer A,Yes,11.71,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.8,4,No,,,,1386,0,49+ Months,
2853,Male,64,No,No,No,No,0,Q3,No,0,34,Offer C,Yes,22.41,Yes,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,116.25,3,No,,,,3952.5,0,25-48 Months,
2854,Female,50,No,No,Yes,No,0,Q3,Yes,1,70,Offer A,Yes,29.72,Yes,Yes,DSL,12,Yes,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,65.2,3,No,,,,4564,0,49+ Months,
2855,Female,54,No,No,Yes,Yes,2,Q3,Yes,1,52,Offer B,Yes,31.96,No,Yes,Fiber Optic,26,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.05,3,No,,,,4370.6,0,49+ Months,
2856,Male,23,Yes,No,No,No,0,Q3,No,0,69,Offer A,Yes,26.45,Yes,Yes,DSL,46,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,Yes,Credit Card,79.45,4,No,,,,5482.05,0,49+ Months,
2857,Male,63,No,No,No,Yes,2,Q3,No,0,11,Offer D,Yes,47.12,Yes,Yes,Fiber Optic,23,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,78,5,No,,,,858,0,0-12 Months,
2858,Female,47,No,No,No,No,0,Q3,No,0,1,No Offer,Yes,16.47,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85,5,No,,,,19.85,0,0-12 Months,
2859,Male,21,Yes,No,No,No,0,Q3,No,0,61,Offer B,Yes,36.05,Yes,Yes,Fiber Optic,73,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.45,3,No,,,,6493.45,0,49+ Months,
2860,Female,42,No,No,No,No,0,Q3,No,0,56,Offer B,Yes,2.5,Yes,Yes,Fiber Optic,3,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.45,3,No,,,,5905.2,0,49+ Months,
2861,Male,36,No,No,No,No,0,Q3,No,0,30,Offer C,Yes,2.87,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,95,3,No,,,,2850,0,25-48 Months,
2862,Female,19,Yes,No,No,No,0,Q3,No,0,28,Offer C,Yes,28.42,No,Yes,DSL,48,Yes,No,No,Yes,No,No,No,No,One Year,No,Credit Card,54.3,3,No,,,,1520.4,0,25-48 Months,
2863,Male,34,No,No,No,No,0,Q3,No,0,12,Offer D,Yes,38.96,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,4,No,,,,240.6,0,0-12 Months,
2864,Male,37,No,No,Yes,Yes,2,Q3,No,0,67,Offer A,Yes,38.98,Yes,Yes,Fiber Optic,16,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.4,5,No,,,,7061.8,0,49+ Months,
2865,Male,29,Yes,No,Yes,Yes,2,Q3,Yes,1,55,Offer B,Yes,41.89,Yes,Yes,Fiber Optic,52,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.5,4,No,,,,4702.5,0,49+ Months,
2866,Male,43,No,No,No,No,0,Q3,No,0,52,Offer B,Yes,31.31,No,Yes,Fiber Optic,12,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,91.25,3,No,,,,4745,0,49+ Months,
2867,Male,30,No,No,Yes,Yes,3,Q3,Yes,1,58,Offer B,Yes,43.75,Yes,Yes,Fiber Optic,69,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,94.7,4,No,,,,5492.6,0,49+ Months,
2868,Male,52,No,No,Yes,Yes,3,Q3,Yes,1,35,Offer C,Yes,20.85,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,4,No,,,,686,0,25-48 Months,
2869,Female,51,No,No,Yes,Yes,3,Q3,Yes,9,24,Offer C,Yes,20.6,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,21.1,5,No,,,,506.4,0,13-24 Months,
2870,Male,47,No,No,Yes,Yes,2,Q3,Yes,5,70,Offer A,Yes,48.57,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.05,3,No,,,,1403.5,0,49+ Months,
